CustomerID,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer,AvgMonthSpend,BikeBuyerText
14969,0,S,0,0,0,0,62520,1,50.43,YES
22061,1,S,0,1,0,0,55096,0,48.2,NO
21464,0,M,1,2,1,2,83229,1,54.53,YES
23570,1,M,1,0,0,3,60347,0,48.28,NO
11259,1,M,0,0,1,1,27006,0,47.03,NO
23631,0,S,1,0,0,0,56071,0,53.02,NO
17165,0,S,1,0,0,0,51705,1,48.04,YES
28860,0,M,1,0,1,2,87993,1,61.69,YES
21309,1,M,1,2,0,2,81913,1,50.37,YES
18266,1,S,0,0,0,0,55838,1,51.84,YES
26936,1,S,0,1,0,0,32924,0,48.47,NO
19540,1,M,1,2,2,2,136633,1,52.44,YES
23475,0,M,1,1,0,3,28954,0,45.77,NO
15557,0,M,1,1,0,1,78271,0,54.57,NO
28144,0,S,0,0,0,0,54082,1,52.55,YES
25222,1,S,1,2,0,0,102019,1,51.15,YES
24481,0,M,1,1,0,2,58336,1,55.31,YES
26137,0,M,1,2,0,0,106235,1,50.93,YES
28577,0,M,1,1,0,2,132506,0,55.78,NO
22223,1,M,1,0,2,2,61547,1,52.04,YES
16903,0,S,1,2,1,1,134871,1,54.78,YES
12277,1,S,0,1,0,0,51970,0,48.52,NO
23849,1,S,1,3,0,0,129017,1,52.94,YES
27965,1,S,1,1,0,0,51980,0,49.82,NO
18258,1,S,0,1,0,0,107530,0,53.85,NO
15469,0,M,1,1,0,1,80444,1,49.84,YES
24412,1,S,1,2,0,0,105715,1,52.54,YES
29260,0,S,1,0,0,1,77151,1,53.76,YES
19547,1,M,1,1,0,2,81669,0,50.68,NO
28680,1,S,0,2,0,0,81432,0,53.33,NO
21877,0,S,0,0,0,0,34298,1,49.64,YES
20141,1,M,1,1,0,2,107934,0,50.55,NO
27061,1,S,0,2,0,0,109457,1,55.18,YES
23147,0,M,0,1,1,1,54266,1,48.71,YES
14169,1,S,0,0,0,0,26150,0,45.07,NO
19142,0,M,1,3,1,2,112302,1,65.29,YES
20199,1,M,1,3,1,1,81542,1,52.28,YES
12114,0,M,1,2,1,2,51854,1,48.96,YES
26343,1,S,0,0,0,0,54153,1,49.83,YES
28322,0,S,1,1,0,0,105736,0,60.95,NO
19498,1,S,0,2,0,0,54626,1,49.02,YES
14131,0,M,0,2,0,0,83144,1,49.95,YES
15157,0,M,1,2,2,2,135029,1,52.19,YES
11199,1,M,1,0,0,2,52476,1,48.37,YES
28902,1,S,1,0,0,0,84807,0,51.68,NO
12016,1,S,0,0,0,0,36634,1,47.45,YES
16065,1,S,0,3,0,0,84866,0,52.34,NO
27085,0,M,1,1,1,2,79867,1,51.3,YES
12707,0,M,1,0,0,2,51783,0,48.34,NO
15046,1,M,1,1,1,2,55768,1,49.91,YES
21710,1,M,1,2,1,2,80690,1,53.74,YES
24292,1,M,0,0,0,0,30247,1,46.58,YES
28225,0,M,1,2,0,2,83705,1,54.01,YES
19101,1,S,0,2,0,0,106597,0,50.76,NO
24775,1,M,0,0,1,2,60958,1,48.95,YES
17608,0,S,1,2,0,0,111130,1,63.85,YES
25440,0,M,1,0,0,1,53604,1,48.03,YES
24290,1,M,0,1,0,0,57269,0,48.55,NO
18599,0,S,0,2,0,0,61287,1,51.94,YES
23548,1,S,0,1,0,0,77098,0,49.88,NO
14271,0,M,0,2,0,0,52607,1,47.88,YES
16221,0,M,1,2,0,2,130743,1,56.86,YES
20366,0,M,1,0,1,2,59358,1,50.77,YES
28583,0,M,1,0,1,1,54025,1,58.93,YES
24977,1,M,1,2,1,2,79556,1,52.52,YES
22988,1,M,1,1,0,2,128521,0,52.14,NO
21042,0,M,1,1,1,2,51642,1,60.33,YES
22825,1,S,1,2,0,0,52484,1,48.06,YES
29385,0,S,0,0,0,0,30051,1,54.72,YES
26269,1,M,1,1,1,1,25495,0,46.72,NO
18335,0,M,1,2,1,2,136250,1,52.89,YES
19525,1,S,0,0,0,0,51351,1,50.49,YES
22072,0,S,1,2,0,0,134516,1,54.09,YES
17240,0,M,0,2,0,0,58340,1,47.92,YES
29014,0,M,1,3,1,2,78194,1,51.27,YES
11814,0,M,0,0,1,2,27849,0,44.95,NO
25304,0,S,0,0,0,0,31315,0,45.82,NO
28364,1,M,1,2,2,2,133103,1,55.68,YES
15070,0,S,0,1,0,0,85953,1,53.66,YES
21073,1,S,0,0,0,0,78356,1,53.89,YES
19136,0,M,1,2,0,0,132022,1,59.88,YES
21074,1,M,1,2,0,0,103281,1,52.11,YES
27164,0,S,0,0,0,0,36326,0,47.59,NO
17610,1,S,0,2,0,0,80632,1,51.45,YES
29291,1,M,1,1,0,1,54443,0,48.16,NO
27808,0,M,1,1,1,2,53720,1,51.27,YES
13715,0,M,1,2,2,2,138094,1,57.58,YES
23204,1,S,0,2,0,0,81168,0,53.38,NO
19846,0,M,1,0,0,2,110907,1,51.67,YES
18077,0,M,1,2,0,2,55051,0,48.71,NO
14192,0,M,1,1,1,2,60460,1,50.25,YES
12436,0,M,1,1,0,2,113065,0,56.2,NO
12751,1,S,0,2,0,0,78659,1,51.01,YES
26370,1,M,1,0,1,2,60825,1,49.8,YES
17751,0,S,0,0,0,0,51307,1,54.85,YES
21357,1,S,1,2,1,1,135850,1,53.04,YES
26851,1,S,0,1,0,0,56139,0,50.17,NO
19939,0,M,1,1,0,2,106292,1,54.08,YES
17590,0,M,1,0,1,2,86492,1,53.3,YES
22922,1,S,0,2,0,0,78270,1,49.89,YES
16231,1,M,1,2,1,2,76306,1,51.6,YES
20954,0,S,0,0,0,0,26611,0,49.1,NO
27727,1,S,0,1,0,0,53598,0,50,NO
24268,1,M,1,1,1,2,55540,1,48.25,YES
12908,0,M,1,2,0,0,138508,0,52.1,NO
24938,1,M,1,0,0,3,103553,1,50.42,YES
20842,0,S,1,2,0,0,106124,1,61.62,YES
13827,0,M,0,3,0,0,87137,0,50.42,NO
26825,0,M,1,0,0,1,53321,0,56.64,NO
22442,1,S,0,2,0,0,106613,1,51.41,YES
23344,1,S,1,0,0,0,53096,1,47.62,YES
28227,0,S,1,1,0,0,60793,1,52.1,YES
16411,0,S,0,1,0,0,30763,0,59.24,NO
12925,1,M,1,0,0,2,135185,0,52.68,NO
28605,0,S,1,1,0,0,57677,0,59.09,NO
16051,0,M,1,1,1,2,78065,1,59.07,YES
15535,0,M,1,2,1,2,82159,1,55.33,YES
14684,0,M,1,3,1,2,104925,1,60.88,YES
24098,1,S,0,2,0,0,53762,1,50.67,YES
15718,1,M,0,0,0,0,85651,0,50.85,NO
17774,1,M,1,1,1,1,78680,1,50.72,YES
17709,0,M,1,2,0,2,138681,1,53.75,YES
27781,0,S,0,0,0,0,86677,1,53.75,YES
15057,1,S,1,0,0,0,84713,1,50.43,YES
27418,1,S,1,3,0,0,102387,1,51.8,YES
13647,0,S,0,0,0,0,26017,0,47.35,NO
13807,0,S,0,2,0,0,78140,1,56.06,YES
22804,1,M,1,2,0,2,57071,0,49.02,NO
22117,1,M,1,1,0,1,36338,0,47,NO
26032,1,M,1,2,0,1,55936,0,48.44,NO
18593,1,S,0,2,0,0,59776,0,49.16,NO
25858,1,S,1,1,0,1,53200,0,50.59,NO
26154,0,M,1,0,2,2,33934,1,50.69,YES
28521,0,S,0,0,0,0,58601,0,49.56,NO
27768,1,S,0,3,0,0,78945,0,51.41,NO
26883,1,S,0,0,0,0,32044,0,48.07,NO
16325,1,S,1,2,1,1,112047,1,53.7,YES
26991,0,M,1,0,0,1,79952,1,49.27,YES
20805,0,M,1,1,0,2,35702,1,52.27,YES
27333,1,M,1,0,1,2,57286,1,48.22,YES
13902,0,M,0,0,0,1,57036,1,49.26,YES
21475,1,M,1,2,1,1,82552,1,52.33,YES
15883,0,M,1,1,1,2,130517,1,55.81,YES
25781,0,S,1,0,0,1,32990,1,48.65,YES
25045,1,M,0,1,0,0,35976,0,46.76,NO
15594,1,S,0,0,0,0,80570,1,52.34,YES
13306,1,M,1,1,0,2,58899,1,48.79,YES
13666,1,S,0,0,0,0,61956,0,52.08,NO
28613,0,M,1,1,0,2,27870,0,46.65,NO
14676,0,S,0,2,0,0,51704,1,52.13,YES
28427,1,S,0,0,0,0,105891,0,54.67,NO
15213,1,M,1,3,0,2,82216,1,49.39,YES
18588,1,S,0,1,0,0,58372,0,48.93,NO
18841,1,M,1,1,1,2,56626,1,52.89,YES
13288,0,M,1,2,0,1,53367,0,55.4,NO
22022,0,S,0,0,0,0,28750,0,45.95,NO
13197,1,M,1,2,0,2,59994,0,49.44,NO
14174,0,M,1,2,1,2,54516,1,51.71,YES
14092,0,S,0,1,0,0,53750,1,51.76,YES
11646,1,S,0,0,0,0,57716,1,52.75,YES
23358,0,M,0,0,0,0,28383,0,46.04,NO
17853,0,S,0,0,0,0,36569,0,51.24,NO
12786,0,M,1,3,2,2,109581,1,54.34,YES
21487,1,S,1,0,0,0,76776,1,50.13,YES
20772,1,S,1,2,0,0,137727,1,54.32,YES
18376,1,M,1,2,1,2,55340,1,51.74,YES
12046,1,S,0,1,0,0,27779,0,49.83,NO
17154,0,M,1,0,0,2,56833,1,51.51,YES
28498,1,S,0,0,0,0,33026,1,49.25,YES
14114,1,M,1,1,0,1,78520,0,50.52,NO
12137,0,M,1,1,0,3,54573,1,47.49,YES
26009,0,M,1,1,1,2,128329,1,61.65,YES
24857,1,M,1,0,1,2,57689,1,52.41,YES
28106,1,M,0,1,0,0,36575,1,46.85,YES
18182,1,S,1,0,0,0,32896,0,49.24,NO
20140,0,M,1,0,0,1,81432,1,51.21,YES
20370,0,M,1,1,1,2,34554,0,52.58,NO
12631,0,S,1,1,1,1,54375,1,50.17,YES
11743,0,M,1,2,2,2,111563,1,57.54,YES
20516,0,M,1,1,1,2,85889,1,52.65,YES
28268,1,S,0,0,0,0,62077,1,50.78,YES
20481,0,M,1,2,1,1,78344,1,59.05,YES
17194,0,M,1,0,1,2,52349,1,57.08,YES
12747,1,S,0,1,0,0,61820,0,50.47,NO
20784,0,M,1,3,1,2,128425,1,62.7,YES
28419,1,M,1,2,2,2,84402,1,53.02,YES
17301,0,S,1,1,0,0,108902,0,58.43,NO
18786,0,S,0,2,0,0,62372,1,48.62,YES
11666,0,M,1,3,0,0,133099,1,52.28,YES
25275,1,S,0,0,0,0,85962,1,54.34,YES
12095,0,M,1,2,0,2,129522,0,55.38,NO
27681,1,M,1,1,1,1,34135,1,47.29,YES
25471,0,M,1,0,0,1,59521,0,55.15,NO
19282,1,M,1,1,1,2,34487,1,48.22,YES
21913,0,S,0,1,0,0,54306,1,50.16,YES
15408,1,S,1,2,0,0,79606,0,53.6,NO
27018,0,S,0,1,0,0,77126,1,56.14,YES
24186,0,S,0,1,0,0,59362,1,51.25,YES
12382,1,S,0,1,0,0,34019,0,47.17,NO
24211,1,S,1,2,0,0,129567,1,56.05,YES
18010,0,S,0,2,0,0,60667,1,54.42,YES
27794,1,M,1,2,0,2,138022,0,52.27,NO
12253,1,S,0,1,0,0,53629,0,50.52,NO
14287,0,S,1,0,0,0,107890,1,60.61,YES
20945,0,S,0,0,0,0,83477,0,52.7,NO
20449,1,S,0,0,0,0,25978,0,47.12,NO
16027,1,M,1,2,0,2,57948,0,48.43,NO
12339,0,S,0,0,0,0,27626,0,46.56,NO
22364,1,M,1,0,0,1,52502,1,48.7,YES
21545,1,M,1,0,0,2,32859,0,45.89,NO
24830,1,M,0,0,0,2,34470,1,47.09,YES
16797,0,M,1,0,0,2,33994,1,45.66,YES
25590,1,S,0,2,0,0,56889,0,50.49,NO
14784,0,S,0,0,0,0,31101,1,49.86,YES
26642,1,M,1,2,1,2,79698,1,50.87,YES
28262,1,M,1,2,1,2,110846,1,54.4,YES
28872,1,S,0,1,0,0,57466,0,50.07,NO
27488,1,M,1,1,1,2,57090,1,49.65,YES
23565,1,S,0,3,0,0,82037,0,53.06,NO
18737,0,S,0,2,0,0,52717,1,53.41,YES
16443,1,S,0,3,0,0,79118,0,54.45,NO
26350,1,M,0,1,2,2,36501,1,49.32,YES
17786,1,S,0,0,0,0,86737,1,54.73,YES
14663,0,M,1,0,1,2,58529,1,52.36,YES
17477,1,S,1,3,1,1,107870,1,54.49,YES
27255,0,M,0,1,0,1,58953,0,49.24,NO
21474,0,M,1,2,1,2,77607,1,59.43,YES
25188,0,M,1,2,0,3,59464,0,48.8,NO
16358,0,M,0,2,0,0,57786,1,48.42,YES
15137,0,M,0,1,0,1,31877,0,45.99,NO
16471,1,M,1,0,0,3,53308,1,48.79,YES
27252,1,M,1,3,0,0,137943,1,53.09,YES
29241,1,S,1,2,0,0,106718,0,54.84,NO
14290,0,S,1,1,0,0,61966,1,58.95,YES
22638,1,S,0,0,0,0,59016,0,51.56,NO
23813,1,S,0,2,0,0,57754,1,48.17,YES
27806,1,S,1,1,0,0,87499,0,50.38,NO
11358,1,S,0,3,0,0,109789,1,56.08,YES
24524,1,M,1,3,0,0,104035,1,50.96,YES
24477,0,S,1,2,0,0,78413,1,58.54,YES
26084,0,M,1,2,0,2,78396,0,57.17,NO
21460,0,M,1,0,0,2,54441,1,48.93,YES
26383,0,S,0,0,0,0,28711,0,49.9,NO
17694,1,S,0,3,0,0,129067,1,56.02,YES
20972,0,M,1,1,1,2,105772,1,55.16,YES
28476,0,S,1,1,0,1,83057,0,53.46,NO
25464,0,M,1,1,1,2,56598,1,49.14,YES
19325,1,M,0,1,1,2,33503,1,48.4,YES
16937,0,M,1,2,0,0,135358,1,54.12,YES
21272,1,S,0,2,0,0,110952,1,54.93,YES
24367,0,S,1,3,0,0,136281,0,52.04,NO
11296,1,S,1,0,0,1,134033,1,55.46,YES
21341,0,M,1,1,1,2,129502,1,55.27,YES
24698,0,S,0,0,0,0,58387,1,49.15,YES
17001,1,S,1,3,0,0,102948,0,51.16,NO
22930,0,M,1,2,0,0,131323,1,51.91,YES
13309,1,M,1,2,0,2,77470,0,50.18,NO
24776,1,M,1,2,0,0,129777,1,52.31,YES
15401,1,S,0,1,0,0,33196,0,48.73,NO
21741,1,M,1,2,1,2,110863,1,55.6,YES
26672,1,M,1,2,1,2,130832,1,52.82,YES
15600,0,M,0,1,1,2,30556,1,49.53,YES
25137,1,M,1,3,0,0,108692,1,51.87,YES
27996,1,M,1,2,2,2,54780,1,47.84,YES
28472,1,M,1,1,0,3,57568,0,48.27,NO
18395,0,M,1,1,1,2,53935,0,55.7,NO
11534,0,S,1,2,0,0,130831,1,58.54,YES
11851,1,S,0,0,0,0,83616,0,49.82,NO
27684,1,M,1,3,2,2,86932,1,51.3,YES
21415,1,S,0,1,0,0,58625,0,49.4,NO
23444,0,S,0,0,0,0,61912,0,53.54,NO
25180,1,S,0,1,0,0,56625,0,50.28,NO
15954,0,M,1,2,0,2,61679,0,56.42,NO
20881,1,S,0,0,0,0,31747,1,45.5,YES
13253,1,M,1,0,0,2,57426,1,48.98,YES
16278,0,M,1,1,1,2,80987,1,52.32,YES
11780,1,S,1,0,0,0,129957,1,56.52,YES
14246,0,S,1,2,0,1,77879,0,50.3,NO
15369,0,M,1,2,1,2,57127,1,51.07,YES
18985,1,M,1,1,1,2,137656,1,53.96,YES
17298,0,S,0,1,0,0,60980,0,51.34,NO
26822,1,S,0,0,0,0,77129,1,50.78,YES
20341,0,M,1,1,0,2,28823,0,53.19,NO
19272,0,M,1,1,1,2,61604,0,51.95,NO
21479,0,M,1,3,1,2,128522,1,63.76,YES
29308,0,S,0,2,0,0,81712,0,62.06,NO
15417,0,S,1,1,0,1,61014,1,48.48,YES
24433,0,M,1,1,1,1,54006,1,52.3,YES
13642,1,M,0,2,1,2,55564,1,51.25,YES
12983,1,M,1,0,1,2,61859,1,50.51,YES
24919,0,M,0,1,1,1,54863,1,49.85,YES
21409,0,M,1,1,0,2,86170,1,57.81,YES
11336,0,M,1,2,0,2,137384,0,59.3,NO
