CustomerID;Gender;MaritalStatus;HomeOwnerFlag;NumberCarsOwned;NumberChildrenAtHome;TotalChildren;YearlyIncome;BikeBuyer;AvgMonthSpend
16587;0;M;1;1;1;2;32619;1;57
11260;1;M;1;3;0;0;105983;0;51
18687;1;M;1;1;1;2;128877;1;53
25906;1;S;1;2;1;1;55000;1;50
22969;1;S;0;1;0;0;50910;0;49
29397;0;M;1;2;1;1;57493;1;52
25702;1;S;1;0;1;1;82095;1;53
12346;0;S;0;2;0;0;136001;0;57
18272;1;M;1;3;0;0;104443;1;51
25159;1;S;0;1;0;0;59013;0;50
25368;0;S;0;1;0;0;54240;0;56
13369;1;M;1;3;0;2;103150;1;51
18059;1;M;1;3;1;2;108823;1;53
12522;1;S;0;2;0;0;77300;0;54
16375;1;M;1;2;0;1;82308;1;50
17683;1;S;1;1;0;0;129719;0;56
14990;0;S;0;0;0;0;36588;0;46
29201;1;S;1;3;0;0;81053;0;50
15111;1;M;1;0;2;2;35160;1;49
25772;0;S;1;1;0;0;57655;0;57
12178;0;M;1;2;1;1;61513;1;57
14083;0;M;0;0;0;0;57933;1;49
14281;0;S;0;2;0;0;104429;1;55
19895;0;M;1;0;0;2;32494;1;53
11137;1;M;0;2;0;0;51293;0;48
19042;0;M;1;3;1;2;78805;1;50
14690;0;S;0;1;0;0;33244;0;48
20331;0;M;1;1;1;1;30115;1;59
16928;0;S;1;1;1;1;55404;1;50
12013;1;S;0;0;0;0;34165;0;47
17530;0;M;1;2;1;2;57132;1;54
27131;0;S;1;2;0;0;132560;0;52
26110;0;M;1;1;1;2;53062;1;55
13343;1;M;1;0;1;2;79950;1;53
29138;0;M;1;2;0;1;83167;1;58
22522;0;S;1;0;0;0;77729;1;52
18161;1;M;1;1;1;1;54058;1;48
27571;1;M;1;1;0;2;87071;1;51
16500;1;S;0;0;0;0;26818;0;47
14881;0;M;1;0;0;2;52630;1;50
26384;0;M;1;2;0;2;83410;1;55
26162;1;M;1;2;1;2;83299;1;51
27398;1;S;1;1;1;1;54201;0;51
13710;1;S;1;2;0;0;133136;1;53
21252;0;S;0;2;0;0;60371;1;52
14911;1;M;1;1;1;2;55220;1;49
22102;0;M;1;1;0;2;85098;0;54
28082;0;S;1;2;0;0;129013;1;55
29044;1;S;0;2;0;0;106013;1;56
26800;1;S;0;2;0;0;77922;1;51
16392;1;M;1;3;0;0;104734;0;51
11961;1;S;0;2;0;0;83202;0;54
25001;0;M;1;1;1;2;61391;1;50
21494;1;S;1;0;0;0;82687;0;52
21128;0;S;0;1;0;0;83361;0;51
15720;1;M;0;2;0;0;57161;1;48
15048;1;M;1;3;1;2;109320;1;54
26631;0;M;1;1;1;2;27866;0;59
20082;1;S;1;1;0;0;53889;0;50
22147;0;M;1;0;0;2;53916;1;49
16522;1;M;0;1;0;0;56880;0;49
22201;1;M;1;3;1;2;85533;1;54
25972;1;S;1;1;0;0;109072;0;51
17885;0;M;1;4;0;2;110148;0;52
13419;1;M;1;2;1;2;103959;1;55
15827;1;S;0;1;0;0;54230;0;49
26644;1;S;1;2;0;0;133903;1;55
20335;0;S;1;1;0;0;79311;1;57
28170;1;M;1;2;0;2;84084;1;50
26306;0;S;0;2;0;0;54821;1;52
14739;0;M;1;2;1;2;77748;1;57
19748;0;M;1;0;2;2;27122;0;47
14969;0;S;0;0;0;0;62520;1;50
22061;1;S;0;1;0;0;55096;0;48
21464;0;M;1;2;1;2;83229;1;55
23570;1;M;1;0;0;3;60347;0;48
11259;1;M;0;0;1;1;27006;0;47
23631;0;S;1;0;0;0;56071;0;53
17165;0;S;1;0;0;0;51705;1;48
28860;0;M;1;0;1;2;87993;1;62
21309;1;M;1;2;0;2;81913;1;50
18266;1;S;0;0;0;0;55838;1;52
26936;1;S;0;1;0;0;32924;0;48
19540;1;M;1;2;2;2;136633;1;52
23475;0;M;1;1;0;3;28954;0;46
15557;0;M;1;1;0;1;78271;0;55
28144;0;S;0;0;0;0;54082;1;53
25222;1;S;1;2;0;0;102019;1;51
24481;0;M;1;1;0;2;58336;1;55
26137;0;M;1;2;0;0;106235;1;51
28577;0;M;1;1;0;2;132506;0;56
22223;1;M;1;0;2;2;61547;1;52
16903;0;S;1;2;1;1;134871;1;55
12277;1;S;0;1;0;0;51970;0;49
23849;1;S;1;3;0;0;129017;1;53
27965;1;S;1;1;0;0;51980;0;50
18258;1;S;0;1;0;0;107530;0;54
15469;0;M;1;1;0;1;80444;1;50
24412;1;S;1;2;0;0;105715;1;53
29260;0;S;1;0;0;1;77151;1;54
19547;1;M;1;1;0;2;81669;0;51
28680;1;S;0;2;0;0;81432;0;53
21877;0;S;0;0;0;0;34298;1;50
20141;1;M;1;1;0;2;107934;0;51
27061;1;S;0;2;0;0;109457;1;55
23147;0;M;0;1;1;1;54266;1;49
14169;1;S;0;0;0;0;26150;0;45
19142;0;M;1;3;1;2;112302;1;65
20199;1;M;1;3;1;1;81542;1;52
12114;0;M;1;2;1;2;51854;1;49
26343;1;S;0;0;0;0;54153;1;50
28322;0;S;1;1;0;0;105736;0;61
19498;1;S;0;2;0;0;54626;1;49
14131;0;M;0;2;0;0;83144;1;50
15157;0;M;1;2;2;2;135029;1;52
11199;1;M;1;0;0;2;52476;1;48
28902;1;S;1;0;0;0;84807;0;52
12016;1;S;0;0;0;0;36634;1;47
16065;1;S;0;3;0;0;84866;0;52
27085;0;M;1;1;1;2;79867;1;51
12707;0;M;1;0;0;2;51783;0;48
15046;1;M;1;1;1;2;55768;1;50
21710;1;M;1;2;1;2;80690;1;54
24292;1;M;0;0;0;0;30247;1;47
28225;0;M;1;2;0;2;83705;1;54
19101;1;S;0;2;0;0;106597;0;51
24775;1;M;0;0;1;2;60958;1;49
17608;0;S;1;2;0;0;111130;1;64
25440;0;M;1;0;0;1;53604;1;48
24290;1;M;0;1;0;0;57269;0;49
18599;0;S;0;2;0;0;61287;1;52
23548;1;S;0;1;0;0;77098;0;50
14271;0;M;0;2;0;0;52607;1;48
16221;0;M;1;2;0;2;130743;1;57
20366;0;M;1;0;1;2;59358;1;51
28583;0;M;1;0;1;1;54025;1;59
24977;1;M;1;2;1;2;79556;1;53
22988;1;M;1;1;0;2;128521;0;52
21042;0;M;1;1;1;2;51642;1;60
22825;1;S;1;2;0;0;52484;1;48
29385;0;S;0;0;0;0;30051;1;55
26269;1;M;1;1;1;1;25495;0;47
18335;0;M;1;2;1;2;136250;1;53
19525;1;S;0;0;0;0;51351;1;50
22072;0;S;1;2;0;0;134516;1;54
17240;0;M;0;2;0;0;58340;1;48
29014;0;M;1;3;1;2;78194;1;51
11814;0;M;0;0;1;2;27849;0;45
25304;0;S;0;0;0;0;31315;0;46
28364;1;M;1;2;2;2;133103;1;56
15070;0;S;0;1;0;0;85953;1;54
21073;1;S;0;0;0;0;78356;1;54
19136;0;M;1;2;0;0;132022;1;60
21074;1;M;1;2;0;0;103281;1;52
27164;0;S;0;0;0;0;36326;0;48
17610;1;S;0;2;0;0;80632;1;51
29291;1;M;1;1;0;1;54443;0;48
27808;0;M;1;1;1;2;53720;1;51
13715;0;M;1;2;2;2;138094;1;58
23204;1;S;0;2;0;0;81168;0;53
19846;0;M;1;0;0;2;110907;1;52
18077;0;M;1;2;0;2;55051;0;49
14192;0;M;1;1;1;2;60460;1;50
12436;0;M;1;1;0;2;113065;0;56
12751;1;S;0;2;0;0;78659;1;51
26370;1;M;1;0;1;2;60825;1;50
17751;0;S;0;0;0;0;51307;1;55
21357;1;S;1;2;1;1;135850;1;53
26851;1;S;0;1;0;0;56139;0;50
19939;0;M;1;1;0;2;106292;1;54
17590;0;M;1;0;1;2;86492;1;53
22922;1;S;0;2;0;0;78270;1;50
16231;1;M;1;2;1;2;76306;1;52
20954;0;S;0;0;0;0;26611;0;49
27727;1;S;0;1;0;0;53598;0;50
24268;1;M;1;1;1;2;55540;1;48
12908;0;M;1;2;0;0;138508;0;52
24938;1;M;1;0;0;3;103553;1;50
20842;0;S;1;2;0;0;106124;1;62
13827;0;M;0;3;0;0;87137;0;50
26825;0;M;1;0;0;1;53321;0;57
22442;1;S;0;2;0;0;106613;1;51
23344;1;S;1;0;0;0;53096;1;48
28227;0;S;1;1;0;0;60793;1;52
16411;0;S;0;1;0;0;30763;0;59
12925;1;M;1;0;0;2;135185;0;53
28605;0;S;1;1;0;0;57677;0;59
16051;0;M;1;1;1;2;78065;1;59
15535;0;M;1;2;1;2;82159;1;55
14684;0;M;1;3;1;2;104925;1;61
24098;1;S;0;2;0;0;53762;1;51
15718;1;M;0;0;0;0;85651;0;51
17774;1;M;1;1;1;1;78680;1;51
17709;0;M;1;2;0;2;138681;1;54
27781;0;S;0;0;0;0;86677;1;54
15057;1;S;1;0;0;0;84713;1;50
27418;1;S;1;3;0;0;102387;1;52
13647;0;S;0;0;0;0;26017;0;47
13807;0;S;0;2;0;0;78140;1;56
22804;1;M;1;2;0;2;57071;0;49
22117;1;M;1;1;0;1;36338;0;47
26032;1;M;1;2;0;1;55936;0;48
18593;1;S;0;2;0;0;59776;0;49
25858;1;S;1;1;0;1;53200;0;51
26154;0;M;1;0;2;2;33934;1;51
28521;0;S;0;0;0;0;58601;0;50
27768;1;S;0;3;0;0;78945;0;51
26883;1;S;0;0;0;0;32044;0;48
16325;1;S;1;2;1;1;112047;1;54
26991;0;M;1;0;0;1;79952;1;49
20805;0;M;1;1;0;2;35702;1;52
27333;1;M;1;0;1;2;57286;1;48
13902;0;M;0;0;0;1;57036;1;49
21475;1;M;1;2;1;1;82552;1;52
15883;0;M;1;1;1;2;130517;1;56
25781;0;S;1;0;0;1;32990;1;49
25045;1;M;0;1;0;0;35976;0;47
15594;1;S;0;0;0;0;80570;1;52
13306;1;M;1;1;0;2;58899;1;49
13666;1;S;0;0;0;0;61956;0;52
28613;0;M;1;1;0;2;27870;0;47
14676;0;S;0;2;0;0;51704;1;52
28427;1;S;0;0;0;0;105891;0;55
15213;1;M;1;3;0;2;82216;1;49
18588;1;S;0;1;0;0;58372;0;49
18841;1;M;1;1;1;2;56626;1;53
13288;0;M;1;2;0;1;53367;0;55
22022;0;S;0;0;0;0;28750;0;46
13197;1;M;1;2;0;2;59994;0;49
14174;0;M;1;2;1;2;54516;1;52
14092;0;S;0;1;0;0;53750;1;52
11646;1;S;0;0;0;0;57716;1;53
23358;0;M;0;0;0;0;28383;0;46
17853;0;S;0;0;0;0;36569;0;51
12786;0;M;1;3;2;2;109581;1;54
21487;1;S;1;0;0;0;76776;1;50
20772;1;S;1;2;0;0;137727;1;54
18376;1;M;1;2;1;2;55340;1;52
12046;1;S;0;1;0;0;27779;0;50
17154;0;M;1;0;0;2;56833;1;52
28498;1;S;0;0;0;0;33026;1;49
14114;1;M;1;1;0;1;78520;0;51
12137;0;M;1;1;0;3;54573;1;47
26009;0;M;1;1;1;2;128329;1;62
24857;1;M;1;0;1;2;57689;1;52
28106;1;M;0;1;0;0;36575;1;47
18182;1;S;1;0;0;0;32896;0;49
20140;0;M;1;0;0;1;81432;1;51
20370;0;M;1;1;1;2;34554;0;53
12631;0;S;1;1;1;1;54375;1;50
11743;0;M;1;2;2;2;111563;1;58
20516;0;M;1;1;1;2;85889;1;53
28268;1;S;0;0;0;0;62077;1;51
20481;0;M;1;2;1;1;78344;1;59
17194;0;M;1;0;1;2;52349;1;57
12747;1;S;0;1;0;0;61820;0;50
20784;0;M;1;3;1;2;128425;1;63
28419;1;M;1;2;2;2;84402;1;53
17301;0;S;1;1;0;0;108902;0;58
18786;0;S;0;2;0;0;62372;1;49
11666;0;M;1;3;0;0;133099;1;52
25275;1;S;0;0;0;0;85962;1;54
12095;0;M;1;2;0;2;129522;0;55
27681;1;M;1;1;1;1;34135;1;47
25471;0;M;1;0;0;1;59521;0;55
19282;1;M;1;1;1;2;34487;1;48
21913;0;S;0;1;0;0;54306;1;50
15408;1;S;1;2;0;0;79606;0;54
27018;0;S;0;1;0;0;77126;1;56
24186;0;S;0;1;0;0;59362;1;51
12382;1;S;0;1;0;0;34019;0;47
24211;1;S;1;2;0;0;129567;1;56
18010;0;S;0;2;0;0;60667;1;54
27794;1;M;1;2;0;2;138022;0;52
12253;1;S;0;1;0;0;53629;0;51
14287;0;S;1;0;0;0;107890;1;61
20945;0;S;0;0;0;0;83477;0;53
20449;1;S;0;0;0;0;25978;0;47
16027;1;M;1;2;0;2;57948;0;48
12339;0;S;0;0;0;0;27626;0;47
22364;1;M;1;0;0;1;52502;1;49
21545;1;M;1;0;0;2;32859;0;46
24830;1;M;0;0;0;2;34470;1;47
16797;0;M;1;0;0;2;33994;1;46
25590;1;S;0;2;0;0;56889;0;50
14784;0;S;0;0;0;0;31101;1;50
26642;1;M;1;2;1;2;79698;1;51
28262;1;M;1;2;1;2;110846;1;54
28872;1;S;0;1;0;0;57466;0;50
27488;1;M;1;1;1;2;57090;1;50
23565;1;S;0;3;0;0;82037;0;53
18737;0;S;0;2;0;0;52717;1;53
16443;1;S;0;3;0;0;79118;0;54
26350;1;M;0;1;2;2;36501;1;49
17786;1;S;0;0;0;0;86737;1;55
14663;0;M;1;0;1;2;58529;1;52
17477;1;S;1;3;1;1;107870;1;54
27255;0;M;0;1;0;1;58953;0;49
21474;0;M;1;2;1;2;77607;1;59
25188;0;M;1;2;0;3;59464;0;49
16358;0;M;0;2;0;0;57786;1;48
15137;0;M;0;1;0;1;31877;0;46
16471;1;M;1;0;0;3;53308;1;49
27252;1;M;1;3;0;0;137943;1;53
29241;1;S;1;2;0;0;106718;0;55
14290;0;S;1;1;0;0;61966;1;59
22638;1;S;0;0;0;0;59016;0;52
23813;1;S;0;2;0;0;57754;1;48
27806;1;S;1;1;0;0;87499;0;50
11358;1;S;0;3;0;0;109789;1;56
24524;1;M;1;3;0;0;104035;1;51
24477;0;S;1;2;0;0;78413;1;59
26084;0;M;1;2;0;2;78396;0;57
21460;0;M;1;0;0;2;54441;1;49
26383;0;S;0;0;0;0;28711;0;50
17694;1;S;0;3;0;0;129067;1;56
20972;0;M;1;1;1;2;105772;1;55
28476;0;S;1;1;0;1;83057;0;53
25464;0;M;1;1;1;2;56598;1;49
19325;1;M;0;1;1;2;33503;1;48
16937;0;M;1;2;0;0;135358;1;54
21272;1;S;0;2;0;0;110952;1;55
24367;0;S;1;3;0;0;136281;0;52
11296;1;S;1;0;0;1;134033;1;55
21341;0;M;1;1;1;2;129502;1;55
24698;0;S;0;0;0;0;58387;1;49
17001;1;S;1;3;0;0;102948;0;51
22930;0;M;1;2;0;0;131323;1;52
13309;1;M;1;2;0;2;77470;0;50
24776;1;M;1;2;0;0;129777;1;52
15401;1;S;0;1;0;0;33196;0;49
21741;1;M;1;2;1;2;110863;1;56
26672;1;M;1;2;1;2;130832;1;53
15600;0;M;0;1;1;2;30556;1;50
25137;1;M;1;3;0;0;108692;1;52
27996;1;M;1;2;2;2;54780;1;48
28472;1;M;1;1;0;3;57568;0;48
18395;0;M;1;1;1;2;53935;0;56
11534;0;S;1;2;0;0;130831;1;59
11851;1;S;0;0;0;0;83616;0;50
27684;1;M;1;3;2;2;86932;1;51
21415;1;S;0;1;0;0;58625;0;49
23444;0;S;0;0;0;0;61912;0;54
25180;1;S;0;1;0;0;56625;0;50
15954;0;M;1;2;0;2;61679;0;56
20881;1;S;0;0;0;0;31747;1;46
13253;1;M;1;0;0;2;57426;1;49
16278;0;M;1;1;1;2;80987;1;52
11780;1;S;1;0;0;0;129957;1;57
14246;0;S;1;2;0;1;77879;0;50
15369;0;M;1;2;1;2;57127;1;51
18985;1;M;1;1;1;2;137656;1;54
17298;0;S;0;1;0;0;60980;0;51
26822;1;S;0;0;0;0;77129;1;51
20341;0;M;1;1;0;2;28823;0;53
19272;0;M;1;1;1;2;61604;0;52
21479;0;M;1;3;1;2;128522;1;64
29308;0;S;0;2;0;0;81712;0;62
15417;0;S;1;1;0;1;61014;1;48
24433;0;M;1;1;1;1;54006;1;52
13642;1;M;0;2;1;2;55564;1;51
12983;1;M;1;0;1;2;61859;1;51
24919;0;M;0;1;1;1;54863;1;50
21409;0;M;1;1;0;2;86170;1;58
11336;0;M;1;2;0;2;137384;0;59
16406;0;M;1;1;1;1;84889;1;52
16218;1;M;1;0;1;2;57287;1;50
15278;0;S;0;1;0;0;84251;0;51
12511;0;S;0;2;0;0;62358;1;51
18311;1;M;0;2;0;0;76478;1;50
19043;1;M;1;2;3;3;107557;1;54
17947;0;S;0;2;0;0;58563;1;51
21204;1;S;0;0;0;0;54102;0;50
11480;1;M;0;0;0;0;51078;1;48
29424;0;M;0;1;0;0;34597;0;46
11619;1;S;0;3;0;0;108617;0;53
27633;0;M;1;0;0;2;33567;1;49
24305;0;S;0;1;0;0;52678;1;59
22680;0;M;1;2;0;0;112763;0;57
18056;1;S;0;0;0;0;77225;0;53
27272;0;M;0;0;1;2;33801;1;50
24078;0;M;1;2;2;2;106603;1;63
13996;1;M;1;1;2;2;55675;1;49
24693;1;S;0;1;0;0;56549;0;51
16044;1;M;1;3;1;2;132332;1;57
21931;0;M;1;2;1;2;53591;1;54
13441;0;M;1;0;2;2;31874;1;51
13505;1;M;1;0;1;2;110250;1;52
19221;1;M;1;1;1;2;51658;1;48
14722;1;S;0;1;0;0;106971;0;51
21832;0;M;1;2;0;2;107401;0;51
20704;0;M;1;1;1;1;110947;1;55
16691;1;S;0;0;0;0;33284;1;49
11848;0;M;1;2;0;0;113492;0;52
18164;1;M;1;2;1;2;58864;1;52
16606;0;S;0;1;0;0;26174;0;47
16205;1;S;0;0;0;0;85412;1;51
16936;1;M;1;2;0;2;56291;0;48
25048;1;S;0;1;0;0;56706;0;53
29360;0;S;0;1;0;0;78939;1;52
25132;1;M;1;3;1;1;81676;1;53
23569;1;S;1;1;0;1;51476;0;51
26143;1;M;1;2;0;0;132266;1;52
25416;0;M;1;1;2;2;27102;0;48
26999;0;S;0;1;0;0;57288;0;51
12497;1;M;1;3;0;2;128863;1;52
27862;1;M;0;2;0;0;51596;0;48
23481;0;S;0;1;0;0;86529;0;57
25839;0;M;1;3;0;3;107950;1;52
16107;1;S;1;2;0;0;102428;0;51
26119;1;M;1;2;0;2;56269;1;48
26928;0;S;1;2;0;1;111462;0;56
19809;0;M;1;1;1;2;78476;1;55
15016;0;S;0;1;0;0;60464;1;49
27498;1;S;1;2;0;0;109392;1;55
16017;0;M;0;0;0;0;29899;0;45
12621;0;M;0;0;1;2;29966;0;46
16608;0;S;0;0;0;0;84208;1;51
21513;1;M;1;1;1;2;79269;1;55
24447;0;M;1;2;1;1;56774;1;52
26700;1;S;0;1;0;0;57405;0;51
18360;0;M;0;2;0;0;80307;1;50
11375;0;M;1;1;1;2;61019;0;51
15331;0;M;1;0;0;2;54503;0;57
25777;1;M;1;1;0;2;26302;0;45
22702;1;S;0;1;0;0;53315;0;48
16154;1;M;1;1;1;2;130224;1;56
20162;1;M;1;1;0;3;62035;0;49
19610;1;M;1;1;1;2;54033;1;51
23819;1;M;0;2;0;0;51944;1;48
23299;1;M;1;2;0;1;78663;0;50
12327;0;S;1;0;0;0;32846;0;51
12303;1;M;1;1;3;3;60696;1;49
15755;0;M;1;1;2;2;56474;0;58
12287;0;S;1;1;0;0;26983;0;51
20033;0;M;1;1;1;2;112791;1;59
26223;0;S;0;1;0;0;59539;0;52
19604;1;S;1;3;0;0;136177;0;54
25813;0;S;0;0;0;0;108032;0;54
12225;1;M;1;1;1;1;53833;1;48
14124;0;M;0;0;0;0;83874;0;50
29223;0;S;0;1;0;0;31385;1;53
25135;0;S;0;1;0;0;52464;0;48
12550;0;M;1;1;0;2;28585;0;49
15617;1;S;0;1;0;0;60493;0;51
22630;0;M;1;3;2;2;133741;1;54
26393;0;S;1;2;0;1;132026;0;54
15518;0;M;1;1;0;2;79680;0;50
26784;0;S;1;0;0;1;54338;0;52
27911;0;S;0;0;0;0;56181;1;52
12830;0;S;0;2;0;0;61482;0;58
24093;1;S;1;2;0;0;133411;1;55
16206;1;S;0;1;0;0;58012;0;51
16007;1;M;1;0;1;2;52688;1;53
13277;0;S;0;2;0;0;53412;1;51
28903;1;M;1;1;0;2;54061;0;48
17837;1;S;0;0;0;0;59401;1;50
22412;0;M;1;2;0;0;132168;0;52
12816;1;S;0;2;0;0;57305;1;49
11853;1;S;0;2;0;0;60641;1;50
27849;0;M;1;1;0;2;29573;0;54
17352;0;M;1;1;1;2;112889;1;53
25792;1;S;1;2;0;0;105158;1;53
22391;1;M;1;1;0;2;81830;0;50
17370;0;M;1;1;0;2;28435;0;46
12778;1;M;1;1;0;1;36044;0;47
25239;1;M;1;2;1;2;61226;1;53
21155;0;M;1;2;1;2;56606;1;50
16527;0;S;0;1;0;0;84515;1;51
18663;0;M;1;2;1;2;60155;1;59
14052;0;S;0;1;0;0;60144;1;58
18714;0;M;1;1;0;1;129708;1;54
13397;0;M;1;0;0;2;29213;0;46
18840;1;M;1;0;0;1;30642;0;46
25288;1;S;0;1;0;0;33408;0;49
16435;0;M;1;2;0;0;103911;0;53
12403;0;S;0;2;0;0;78657;1;53
11211;1;M;1;1;1;2;54237;0;49
12031;0;S;0;0;0;0;52189;1;48
20792;1;M;1;2;1;1;78935;1;52
26252;1;M;1;3;1;2;110910;1;53
